,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,lower_90,upper_90
17,Campylobacterota,"Predicted transcriptional regulator,contains XRE-type HTH domain",0.0,0.0,,,0,False,0.0,,
18,Campylobacterota,Flagellar basal body P-ring formation protein FlgA (FlgA) (PDB:3VJP),0.0,0.0,,,0,False,0.0,,
19,Campylobacterota,tRNA nucleotidyltransferase (CCA-adding enzyme) (CCA1) (PDB:3OUY),0.0,0.0,,,0,False,0.0,,
20,Campylobacterota,"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component (ManY) (PDB:6K1H)",0.0,0.0,,,0,False,0.0,,
21,Campylobacterota,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (PhnP) (PDB:6B9V)",0.0,0.0,,,0,False,0.0,,
22,Campylobacterota,Dolichol kinase (SEC59),0.0,0.0,,,0,False,0.0,,
23,Campylobacterota,Ribosomal protein L10 (RplJ) (PDB:5IT8),0.0,0.0,,,0,False,0.0,,
24,Campylobacterota,Cytochrome c1 (CYT1),0.0,0.0,,,0,False,0.0,,
25,Campylobacterota,"Predicted selenoprotein, Rdx family (PDB:2FA8)",0.0,0.0,,,0,False,0.0,,
26,Campylobacterota,Folylpolyglutamate synthase/Dihydropteroate synthase (FolC) (PDB:1W78),0.0,0.0,,,0,False,0.0,,
27,Campylobacterota,"Tryptophan 2,3-dioxygenase (vermilion) (TDO2) (PDB:2NOX)",0.0,0.0,,,0,False,0.0,,
28,Campylobacterota,"Uncharacterized conserved protein YcgI, DUF1989 family (YcgI) (PDB:3DI4)",0.0,0.0,,,0,False,0.0,,
29,Campylobacterota,CBS-domain-containing membrane protein,0.0,0.0,,,0,False,0.0,,
30,Campylobacterota,"Uncharacterized conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding (PDB:3H0N)",0.0,0.0,,,0,False,0.0,,
31,Campylobacterota,D-alanine-D-alanine ligase or related ATP-grasp enzyme (DdlA) (PDB:1E4E),0.0,0.0,,,0,False,0.0,,
32,Campylobacterota,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",0.0,0.0,,,0,False,0.0,,
33,Campylobacterota,Prephenate dehydrogenase (TyrA) (PDB:2F1K),0.0,0.0,,,0,False,0.0,,
34,Campylobacterota,"DNA-binding transcriptional regulator, PucR/PutR family (PucR) (PUBMED:14990804)",0.0,0.0,,,0,False,0.0,,
35,Campylobacterota,"Lysylphosphatidylglycerol synthetase MprF, lysyl-tRNA-binding C-terminal domain (MprF2) (PDB:5VRV) (PUBMED:14702396;30563904)",0.0,0.0,,,0,False,0.0,,
36,Campylobacterota,Propanediol utilization protein (PduL) (PDB:5CUO),0.0,0.0,,,0,False,0.0,,
37,Campylobacterota,"Small acid-soluble spore protein SAS2, clostridial type (SASP) (PUBMED:16804543)",0.0,0.0,,,0,False,0.0,,
38,Campylobacterota,Periplasmic component TolB of the Tol biopolymer transport system (TolB) (PDB:1C5K),0.0,0.0,,,0,False,0.0,,
39,Campylobacterota,L-cysteine desulfidase YhaM (CdsB) (PUBMED:21169490),0.0,0.0,,,0,False,0.0,,
40,Campylobacterota,"Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding) (Sbm) (PDB:1B1A)",0.0,0.0,,,0,False,0.0,,
41,Campylobacterota,"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway) (YcgM) (PDB:1GTT)",0.0,0.0,,,0,False,0.0,,
42,Campylobacterota,"Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family (YcgN)",0.0,0.0,,,0,False,0.0,,
43,Campylobacterota,Tellurite resistance protein TehA and related permeases (TehA) (PDB:3M71),0.0,0.0,,,0,False,0.0,,
44,Campylobacterota,Ribosomal protein S19 (RpsS) (PDB:4V4H),0.0,0.0,,,0,False,0.0,,
45,Campylobacterota,rRNA-processing protein FCF1 (Fcf1) (PDB:4MJ7),0.0,0.0,,,0,False,0.0,,
46,Campylobacterota,"SirA-like two-layered alpha/beta sandwich domain, DUF2249 family",0.0,0.0,,,0,False,0.0,,
47,Campylobacterota,"Uncharacterized sporulation protein YmfJ, contains DUF3243 domain (YmfJ)",0.0,0.0,,,0,False,0.0,,
48,Campylobacterota,Ribosomal protein L11 (RplK) (PDB:2E34),0.0,0.0,,,0,False,0.0,,
49,Campylobacterota,Predicted Ser/Thr protein kinase,0.0,0.0,,,0,False,0.0,,
50,Campylobacterota,"DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)",0.0,0.0,,,0,False,0.0,,
51,Campylobacterota,Prefoldin subunit 5 (GIM5) (PDB:6NR8),0.0,0.0,,,0,False,0.0,,
52,Campylobacterota,Flavin-binding protein dodecin (PDB:1MOG) (PUBMED:12679016),0.0,0.0,,,0,False,0.0,,
53,Campylobacterota,Competence protein ComGC (ComGC),0.0,0.0,,,0,False,0.0,,
54,Campylobacterota,"DNA topoisomerase VI, subunit B (PDB:1MU5)",0.0,0.0,,,0,False,0.0,,
55,Campylobacterota,"Stage III sporulation protein SpoIIIAB, component of the engulfment complex (SpoIIIAB) (PDB:6BS9) (PUBMED:1766372)",0.0,0.0,,,0,False,0.0,,
56,Campylobacterota,"Uncharacterized conserved protein, DUF1326 domain",0.0,0.0,,,0,False,0.0,,
57,Campylobacterota,"Uncharacterized conserved protein YrzB, UPF0473 family (YrzB)",0.0,0.0,,,0,False,0.0,,
58,Campylobacterota,Predicted transcriptional regulator (PDB:6CYJ),0.0,0.0,,,0,False,0.0,,
59,Campylobacterota,3-phosphoglycerate kinase (Pgk) (PDB:13PK),0.0,0.0,,,0,False,0.0,,
60,Campylobacterota,"Polyphosphate kinase 2, PPK2 family (PPK2) (PDB:3CZP)",0.0,0.0,,,0,False,0.0,,
61,Campylobacterota,Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6),0.0,0.0,,,0,False,0.0,,
62,Campylobacterota,"Putative alpha-1,2-mannosidase (PDB:2WVX)",0.0,0.0,,,0,False,0.0,,
63,Campylobacterota,"PepSY domain containing protein, regulator of zincin peptidase activity (YkoI) (PDB:4EXR) (PUBMED:15124630)",0.0,0.0,,,0,False,0.0,,
64,Campylobacterota,"SspB-like protein, predicted to bind SsrA peptide (SspB2)",0.0,0.0,,,0,False,0.0,,
65,Campylobacterota,"Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif (YecA)",-0.01747012671505447,0.11489770544631979,,,2,False,0.0,-0.04471238427362115,0.009772130843512195
66,Campylobacterota,Trehalose utilization protein (ThuA) (PDB:1T0B),0.0,0.0,,,0,False,0.0,,
67,Campylobacterota,"Membrane regulatory protein PfoR, PTS_EIIC_2 domain (does not regulate perfringolysin expression) (PfoR) (PUBMED:11889112)",0.0,0.0,,,0,False,0.0,,
68,Campylobacterota,Transcriptional regulator DhaR of acetoin/glycerol metabolism (AcoR) (PDB:4LRX),0.0,0.0,,,0,False,0.0,,
69,Campylobacterota,"PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)",0.0,0.0,,,0,False,0.0,,
70,Campylobacterota,Pyridoxine/pyridoxamine 5'-phosphate oxidase (PdxH) (PDB:1CI0),0.0,0.0,,,0,False,0.0,,
71,Campylobacterota,"CRISPR-Cas system type I-G effector complex subunit Csb1, RAMP superfamily Cas7 group (Csb1gr7)",0.0,0.0,,,0,False,0.0,,
72,Campylobacterota,Urease gamma subunit (UreA) (PDB:1A5K),0.0,0.0,,,0,False,0.0,,
73,Campylobacterota,Predicted dioxygenase of extradiol dioxygenase family,0.0,0.0,,,0,False,0.0,,
74,Campylobacterota,Ribosomal protein L15 (RplO) (PDB:1VS6),0.0,0.0,,,0,False,0.0,,
75,Campylobacterota,"Uncharacterized conserved protein YbaA, DUF1428 family (YbaA)",0.0,0.0,,,0,False,0.0,,
76,Campylobacterota,Archaeal/vacuolar-type H+-ATPase subunit C/Vma6 (NtpC) (PDB:1R5Z),0.0,0.0,,,0,False,0.0,,
77,Campylobacterota,Site-specific recombinase,0.0,0.0,,,0,False,0.0,,
78,Campylobacterota,"Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains (YhdR)",0.0,0.0,,,0,False,0.0,,
79,Campylobacterota,G:T/U-mismatch repair DNA glycosylase (Mug) (PDB:1MTL),0.0,0.0,,,0,False,0.0,,
80,Campylobacterota,"Predicted phosphohydrolase, DR1119 family, metallophosphatase superfamily (DR1119)",0.0,0.0,,,0,False,0.0,,
81,Campylobacterota,Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain (PspF),0.0,0.0,,,0,False,0.0,,
82,Campylobacterota,Phage regulatory protein Rha (pRha),0.0,0.0,,,0,False,0.0,,
83,Campylobacterota,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)",0.0,0.0,,,0,False,0.0,,
84,Campylobacterota,AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),0.0,0.0,,,0,False,0.0,,
85,Campylobacterota,Spore germination protein GerPA/GerPF (inner spore coat) (GerPA) (PUBMED:10715007),0.0,0.0,,,0,False,0.0,,
86,Campylobacterota,"Endogenous inhibitor of DNA gyrase, YacG/DUF329 family (YacG) (PDB:1LV3) (PUBMED:18586829)",0.0,0.0,,,0,False,0.0,,
87,Campylobacterota,"Spore cortex protein CoxA (YrbB), YhcN/YlaJ family (CoxA) (PUBMED:9770294)",0.0,0.0,,,0,False,0.0,,
88,Campylobacterota,Serine/threonine protein kinase (SPS1) (PDB:6G4J),0.0,0.0,,,0,False,0.0,,
89,Campylobacterota,Glucan-binding domain (YG repeat) (PDB:1H09),0.0,0.0,,,0,False,0.0,,
90,Campylobacterota,"Predicted DNA-binding protein MJ1475, contains C-terminal HTH domain (MJ1475)",0.0,0.0,,,0,False,0.0,,
91,Campylobacterota,"Predicted membrane chloride channel, bestrophin family (YneE) (PDB:4RDQ)",0.0,0.0,,,0,False,0.0,,
92,Campylobacterota,UDP-glucose 4-epimerase (GalE) (PDB:1A9Y),0.0,0.0,,,0,False,0.0,,
93,Campylobacterota,"Zn-dependent peptidase, M16 (insulinase) family (Cym1) (PDB:2FGE)",0.0,0.0,,,0,False,0.0,,
94,Campylobacterota,"Uncharacterized conserved protein, DUF1810 family (Mll0975) (PDB:2JEK) (PUBMED:17142896)",0.0,0.0,,,0,False,0.0,,
95,Campylobacterota,NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase (NuoB) (PDB:2FUG) (PUBMED:25941396),0.0,0.0,,,0,False,0.0,,
96,Campylobacterota,"ABC-type sulfate transport system, permease component (CysW)",0.0,0.0,,,0,False,0.0,,
97,Campylobacterota,"Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain (RoxA) (PDB:1VRB)",0.0,0.0,,,0,False,0.0,,
98,Campylobacterota,"Putative heme iron utilization protein, contains PNPOx domain (HugZ) (PDB:1VL7)",0.0,0.0,,,0,False,0.0,,
99,Campylobacterota,"Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) (SsuD) (PDB:1BRL)",0.0,0.0,,,0,False,0.0,,
100,Campylobacterota,"Uncharacterized conserved protein YjfI, DUF2170 family (YjfI) (PUBMED:15972856)",0.0,0.0,,,0,False,0.0,,
101,Campylobacterota,Zn-dependent protease (includes sporulation protein SpoIVFB) (SpoIVFB) (PDB:3B4R),0.0,0.0,,,0,False,0.0,,
102,Campylobacterota,Predicted component of the type VI protein secretion system,0.0,0.0,,,0,False,0.0,,
103,Campylobacterota,"Heme/copper-type cytochrome/quinol oxidase, subunit 4 (CyoD)",0.0,0.0,,,0,False,0.0,,
104,Campylobacterota,"Thiazole synthase/Archaeal ribulose 1,5-bisphosphate synthetase (THI4) (PDB:3FPZ) (PUBMED:15375115)",0.0,0.0,,,0,False,0.0,,
105,Campylobacterota,Carbonic anhydrase (Cah) (PDB:1KOP) (PUBMED:12730195),0.0,0.0,,,0,False,0.0,,
106,Campylobacterota,Choline kinase (PDB:4MND),0.0,0.0,,,0,False,0.0,,
107,Campylobacterota,"Uncharacterized conserved protein YjeT, DUF2065 family (yjeT)",0.0,0.0,,,0,False,0.0,,
108,Campylobacterota,PPE-repeat protein (PPE) (PDB:1XIP),0.0,0.0,,,0,False,0.0,,
109,Campylobacterota,Kojibiose phosphorylase YcjT (ATH1) (PDB:1H54) (PUBMED:29684280),0.0,0.0,,,0,False,0.0,,
110,Campylobacterota,NAD(P)H-dependent FMN reductase (SsuE) (PDB:6DQI),0.0,0.0,,,0,False,0.0,,
111,Campylobacterota,Energy-converting hydrogenase A subunit M (EhaM) (PDB:1NXH),0.0,0.0,,,0,False,0.0,,
112,Campylobacterota,2-hydroxychromene-2-carboxylate isomerase (NahD),0.0,0.0,,,0,False,0.0,,
113,Campylobacterota,Ribosomal protein S15P/S13E (RpsO) (PDB:4V4H),0.0,0.0,,,0,False,0.0,,
114,Campylobacterota,"Ethanolamine transporter EutH, required for ethanolamine utilization at low pH (EutH) (PUBMED:15466042)",0.0,0.0,,,0,False,0.0,,
115,Campylobacterota,"5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)",0.0,0.0,,,0,False,0.0,,
116,Campylobacterota,"YtpQ protein involved in methylglyoxal resistance, DUF1444/UPF0354 family (YtpQ)",0.0,0.0,,,0,False,0.0,,
117,Campylobacterota,Fucose 4-O-acetylase or related acetyltransferase (NolL) (PUBMED:21697094),0.0,0.0,,,0,False,0.0,,
118,Campylobacterota,"Sugar isomerase-related protein YecE, UPF0759/DUF72 family (YecE) (PDB:1VPQ)",0.0,0.0,,,0,False,0.0,,
119,Campylobacterota,5-oxoprolinase subunit B/Allophanate hydrolase subunit 1 (PxpB) (PDB:2KWA) (PUBMED:28830929),0.0,0.0,,,0,False,0.0,,
120,Campylobacterota,"Redox-regulated molecular chaperone, HSP33 family (HslO) (PDB:1HW7)",0.0,0.0,,,0,False,0.0,,
121,Campylobacterota,Predicted oxidoreductase of the aldo/keto reductase family,0.0,0.0,,,0,False,0.0,,
122,Campylobacterota,Erythromycin esterase homolog (YbfO) (PDB:2QGM),0.0,0.0,,,0,False,0.0,,
123,Campylobacterota,Uncharacterized conserved protein YezD,0.0,0.0,,,0,False,0.0,,
124,Campylobacterota,Chromosome segregation ATPase Smc (Smc) (PDB:5XG3),0.0,0.0,,,0,False,0.0,,
125,Campylobacterota,"House-cleaning carbohydrate phosphatase, DUF89 family (DUF89) (PDB:2FFJ) (PUBMED:27322068)",0.0,0.0,,,0,False,0.0,,
126,Campylobacterota,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",0.0,0.0,,,0,False,0.0,,
127,Campylobacterota,Ribosomal protein L7/L12 (RplL) (PDB:1CTF),0.0,0.0,,,0,False,0.0,,
128,Campylobacterota,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)",0.0,0.0,,,0,False,0.0,,
129,Campylobacterota,"Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)",0.0,0.0,,,0,False,0.0,,
130,Campylobacterota,"Outer membrane protein assembly factor BamD, BamD/ComL family (BamD) (PDB:2YHC)",0.0,0.0,,,0,False,0.0,,
131,Campylobacterota,"Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase, gamma subunit (OadG)",0.0,0.0,,,0,False,0.0,,
132,Campylobacterota,Bacteriophage protein gp37,0.0,0.0,,,0,False,0.0,,
133,Campylobacterota,Uncharacterized conserved protein (PDB:2L3A),0.0,0.0,,,0,False,0.0,,
134,Campylobacterota,Riboflavin synthase alpha chain (RibC) (PDB:1I8D),0.0,0.0,,,0,False,0.0,,
135,Campylobacterota,Type IV pilus assembly protein PilW (PilW),0.0,0.0,,,0,False,0.0,,
136,Campylobacterota,Small nuclear ribonucleoprotein (snRNP) homolog (LSM1) (PDB:1B34),0.0,0.0,,,0,False,0.0,,
137,Campylobacterota,"Predicted nucleic acid-binding protein, contains Zn-ribbon domain",0.0,0.0,,,0,False,0.0,,
138,Campylobacterota,"DNA-directed RNA polymerase, subunit F (RpoF)",0.0,0.0,,,0,False,0.0,,
139,Campylobacterota,"Uncharacterized conserved protein, UPF0160 family",0.0,0.0,,,0,False,0.0,,
140,Campylobacterota,Archaeal pantoate kinase (PDB:6JBC) (PUBMED:22865846),0.0,0.0,,,0,False,0.0,,
141,Campylobacterota,Cellobiose phosphorylase (PDB:1V7V) (PUBMED:17307853),0.0,0.0,,,0,False,0.0,,
142,Campylobacterota,Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR),0.0,0.0,,,0,False,0.0,,
143,Campylobacterota,Predicted ATP-dependent Lon-type protease,0.0,0.0,,,0,False,0.0,,
144,Campylobacterota,Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1 (NtpA) (PDB:3J9T),0.0,0.0,,,0,False,0.0,,
145,Campylobacterota,Orotate phosphoribosyltransferase homolog (PyrE2),0.0,0.0,,,0,False,0.0,,
146,Campylobacterota,"Stage II sporulation protein SpoIIM, component of the engulfment complex (SpoIIM)",0.0,0.0,,,0,False,0.0,,
147,Campylobacterota,Protein translocase subunit YajC (YajC),0.0,0.0,,,0,False,0.0,,
148,Campylobacterota,"N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",0.0,0.0,,,0,False,0.0,,
149,Campylobacterota,DNA-binding winged helix-turn-helix (wHTH) domain (CadC1),0.0,0.0,,,0,False,0.0,,
150,Campylobacterota,Ribosomal protein L28 (RpmB) (PDB:2JZ6),0.0,0.0,,,0,False,0.0,,
151,Campylobacterota,Chromate resistance protein ChrB1 (ChrB1),0.0,0.0,,,0,False,0.0,,
152,Campylobacterota,"Archease, activates RNA ligation by RtcB (tRNA splicing) (ARCH) (PDB:1J5U) (PUBMED:24435797)",0.0,0.0,,,0,False,0.0,,
153,Campylobacterota,Energy-converting hydrogenase Eha subunit C (EhaC) (PUBMED:19495416),0.0,0.0,,,0,False,0.0,,
154,Campylobacterota,Phosphotransferase system cellobiose-specific component IIA (CelC) (PDB:1E2A),0.0,0.0,,,0,False,0.0,,
155,Campylobacterota,Adenosine/AMP kinase (PDB:1RLH),0.0,0.0,,,0,False,0.0,,
156,Campylobacterota,"Predicted hydrocarbon binding protein, contains 4VR domain (PDB:2OSD)",0.0,0.0,,,0,False,0.0,,
157,Campylobacterota,"NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains (ViuB) (PDB:2GPJ)",0.0,0.0,,,0,False,0.0,,
158,Campylobacterota,"DNA topoisomerase I, ssDNA-binding Zn-finger and Zn-ribbon domains (YrdD) (PDB:1YUA)",0.0,0.0,,,0,False,0.0,,
159,Campylobacterota,DNA-binding SWIB/MDM2 domain (Rsc6),0.0,0.0,,,0,False,0.0,,
160,Campylobacterota,Phenylalanyl-tRNA synthetase beta subunit (PheT) (PDB:3L4G),0.0,0.0,,,0,False,0.0,,
161,Campylobacterota,Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB (NapD) (PDB:2JSX) (PUBMED:24314029),0.0,0.0,,,0,False,0.0,,
162,Campylobacterota,"ATP-dependent RNA circularization protein, DNA/RNA ligase (PAB1020)  family (PDB:2VUG) (PUBMED:18511537)",0.0,0.0,,,0,False,0.0,,
163,Campylobacterota,Dihydroorotate dehydrogenase (PyrD) (PDB:1GT8),0.0,0.0,,,0,False,0.0,,
164,Campylobacterota,"Metal-dependent hydrolase, beta-lactamase superfamily II (PDB:2P4Z)",0.0,0.0,,,0,False,0.0,,
165,Campylobacterota,"ABC-type uncharacterized transport system, permease and ATPase components (YddA) (PDB:6JBJ)",0.0,0.0,,,0,False,0.0,,
166,Campylobacterota,"Uncharacterized conserved protein YbbC, DUF1343 family (YbbC) (PDB:4JJA)",0.0,0.0,,,0,False,0.0,,
167,Campylobacterota,"Uncharacterized protein MTH814, DUF2098 family",0.0,0.0,,,0,False,0.0,,
168,Campylobacterota,"Type II secretory pathway, PulJ/GspJ component (PulJ)",0.0,0.0,,,0,False,0.0,,
169,Campylobacterota,"Endonuclease, HJR/Mrr/RecB family",0.0,0.0,,,0,False,0.0,,
170,Campylobacterota,"Uncharacterized protein, DUF1786 family, actin-like ATPase superfamily (AF0413)",0.0,0.0,,,0,False,0.0,,
171,Campylobacterota,"Uncharacterized conserved protein, DUF356 domain",0.0,0.0,,,0,False,0.0,,
172,Campylobacterota,Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447),0.0,0.0,,,0,False,0.0,,
173,Campylobacterota,Pectin methylesterase and related acyl-CoA thioesterases (PemB) (PDB:1GQ8),0.0,0.0,,,0,False,0.0,,
174,Campylobacterota,"Putative GTP cyclohydrolase 1 type 2, NIF3 family (NIF3) (PDB:3SY1) (PUBMED:24435797;26385509)",0.0,0.0,,,0,False,0.0,,
175,Campylobacterota,"Ethanolamine utilization protein EutL, microcompartment shell protein (EutL) (PDB:3GFH)",0.0,0.0,,,0,False,0.0,,
176,Campylobacterota,Phosphate-selective porin (OprP) (PDB:2O4V),0.0,0.0,,,0,False,0.0,,
177,Campylobacterota,Spore coat protein YuzC (inner spore coat) (YuzC),0.0,0.0,,,0,False,0.0,,
178,Campylobacterota,ADP-ribosylglycohydrolase (DraG) (PDB:1T5J),0.0,0.0,,,0,False,0.0,,
179,Campylobacterota,Uncharacterized phage protein gp47/JayE (JayE),0.0,0.0,,,0,False,0.0,,
180,Campylobacterota,Cobalamin biosynthesis protein CbiG (CbiG),0.0,0.0,,,0,False,0.0,,
181,Campylobacterota,"3'-5' exonuclease KapD, inhibitor of KinA-controlled sporulation (KapD)",0.0,0.0,,,0,False,0.0,,
182,Campylobacterota,tRNA1(Val) A37 N6-methylase TrmN6 (TrmN6),0.0,0.0,,,0,False,0.0,,
183,Campylobacterota,"ABC-type uncharacterized transport system involved in gliding motility, auxiliary component (GldG)",0.0,0.0,,,0,False,0.0,,
184,Campylobacterota,"dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)",0.0,0.0,,,0,False,0.0,,
185,Campylobacterota,Aminopeptidase C (PepC),0.0,0.0,,,0,False,0.0,,
186,Campylobacterota,Uncharacterized conserved protein YdaT (YdaT),0.0,0.0,,,0,False,0.0,,
187,Campylobacterota,"Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)",0.0,0.0,,,0,False,0.0,,
188,Campylobacterota,Uncharacterized conserved protein related to plant photosystem II stability/assembly factor (PDB:2XBG),0.0,0.0,,,0,False,0.0,,
189,Campylobacterota,"Uncharacterized conserved protein, DUF2155 domain",0.0,0.0,,,0,False,0.0,,
190,Campylobacterota,"Uncharacterized conserved protein YlaN, UPF0358 family (YlaN) (PDB:2GBO)",0.0,0.0,,,0,False,0.0,,
191,Campylobacterota,"Predicted transcriptional regulator, contains HTH domain",0.0,0.0,,,0,False,0.0,,
192,Campylobacterota,"Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain (H3TH)",0.0,0.0,,,0,False,0.0,,
193,Campylobacterota,"Iron-guanylylpyridinol (FeGP) cofactor biosynthesis protein HcgB, guanylyltransferase (HcgB) (PDB:3BRC) (PUBMED:25882909)",0.0,0.0,,,0,False,0.0,,
194,Campylobacterota,Predicted dienelactone hydrolase,0.0,0.0,,,0,False,0.0,,
195,Campylobacterota,Ribosomal protein L39E (RPL39) (PUBMED:16621811),0.0,0.0,,,0,False,0.0,,
196,Campylobacterota,3'->5' ssDNA/RNA exonuclease TatD (TatD) (PDB:1J6O) (PUBMED:10747959;25114049),0.0,0.0,,,0,False,0.0,,
197,Campylobacterota,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF (NqrF) (PDB:4P6V)",0.0,0.0,,,0,False,0.0,,
198,Campylobacterota,"Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains (YprB)",0.0,0.0,,,0,False,0.0,,
199,Campylobacterota,"Predicted lipocalin, contains AttH/CrtC domain (CrtC) (PDB:2ICH) (PUBMED:20944205)",0.0,0.0,,,0,False,0.0,,
200,Campylobacterota,Phosphoenolpyruvate carboxylase (Ppc) (PDB:1FIY),0.0,0.0,,,0,False,0.0,,
201,Campylobacterota,Protein chain release factor PrfB (PrfB) (PDB:1GQE),0.0,0.0,,,0,False,0.0,,
202,Campylobacterota,"Uncharacterized conserved protein, DUF4810 domain",0.0,0.0,,,0,False,0.0,,
203,Campylobacterota,"Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family (YdeI)",0.0,0.0,,,0,False,0.0,,
204,Campylobacterota,Sporulation-specific protease YabG (YabG) (PUBMED:10714992;16751597),0.0,0.0,,,0,False,0.0,,
205,Campylobacterota,Glutamate dehydrogenase/leucine dehydrogenase (GdhA) (PDB:1B3B) (PUBMED:24391520),0.0,0.0,,,0,False,0.0,,
